"","date","location.latitude","location.longitude","temperatures.max","temperatures.min","precipitation.amount","solar.amount","relativeHumidity.max","relativeHumidity.min","wind.morningMax","wind.dayMax","wind.average"
"1","2016-01-01",9.7139511,76.6825943,33.2700004577637,21.7800006866455,0,5706.16015625,86.4700012207031,39.4300003051758,4.77747774124146,5.5388650894165,2.44658827781677
"2","2016-01-02",9.7139511,76.6825943,32.7599983215332,22.2999992370605,0,5438.787109375,83.1699981689453,41.2099990844727,5.22294998168945,5.35942602157593,2.71234130859375
"3","2016-01-03",9.7139511,76.6825943,33.0299987792969,21.9300003051758,0,5863.22607421875,85.7300033569336,33.5900001525879,4.02005386352539,4.70743989944458,2.35819983482361
"4","2016-01-04",9.7139511,76.6825943,33.3300018310547,21.5699996948242,0,5986.15673828125,85.9400024414062,38.7900009155273,4.54724359512329,4.81398487091064,2.23563647270203
"5","2016-01-05",9.7139511,76.6825943,33.0400009155273,22.2999992370605,0,6029.19921875,85.0199966430664,41.4799995422363,4.03923416137695,4.23576545715332,2.47546291351318
"6","2016-01-06",9.7139511,76.6825943,32.9500007629395,23.1399993896484,0,5686.30615234375,87.1699981689453,50.5099983215332,3.91159200668335,4.7490816116333,2.20617413520813
"7","2016-01-07",9.7139511,76.6825943,33.189998626709,23.2700004577637,0,5411.7421875,89.9499969482422,50.560001373291,4.20881509780884,4.52230548858643,2.32107877731323
"8","2016-01-08",9.7139511,76.6825943,33.1300010681152,23.8400001525879,0,5652.66650390625,87.0899963378906,47.4099998474121,4.23582363128662,4.64965629577637,2.35584402084351
"9","2016-01-09",9.7139511,76.6825943,32.9900016784668,23.5400009155273,0,5786.71044921875,85.7600021362305,49.7900009155273,4.18069887161255,4.78543663024902,2.31695318222046
"10","2016-01-10",9.7139511,76.6825943,33.2599983215332,23.8099994659424,0,5514.92919921875,87.2399978637695,42.0999984741211,3.99714088439941,4.28232526779175,2.03440475463867
"11","2016-01-11",9.7139511,76.6825943,33.3499984741211,23.25,0,5816.65673828125,86.25,44.8400001525879,4.58820581436157,4.68336248397827,2.29986429214478
"12","2016-01-12",9.7139511,76.6825943,32.939998626709,22.5599994659424,0,5973.6064453125,88.2600021362305,44.4799995422363,4.09773874282837,4.62035369873047,2.41417956352234
"13","2016-01-13",9.7139511,76.6825943,32.3899993896484,23.1800003051758,0,5731.06298828125,87.0100021362305,46.0200004577637,3.53665256500244,4.24269962310791,2.82135605812073
"14","2016-01-14",9.7139511,76.6825943,32.9199981689453,22.8500003814697,0,5723.62939453125,86.7600021362305,49.1199989318848,4.09219980239868,5.16469287872314,2.53615641593933
"15","2016-01-15",9.7139511,76.6825943,32.560001373291,22.1800003051758,0,6046.2197265625,84.7699966430664,44.5800018310547,3.77740454673767,4.1666145324707,2.54794144630432
"16","2016-01-16",9.7139511,76.6825943,32.7000007629395,22.9400005340576,0,5956.73046875,86.4499969482422,49.939998626709,3.34769868850708,4.09255599975586,2.54086995124817
"17","2016-01-17",9.7139511,76.6825943,32.7599983215332,23.0799999237061,0,6014.52978515625,87.7399978637695,48.3300018310547,3.54937291145325,4.24111843109131,2.52967476844788
"18","2016-01-18",9.7139511,76.6825943,32.6800003051758,23.6200008392334,0,5810.1865234375,86.7600021362305,50.0099983215332,3.6597683429718,4.30398035049438,2.56031656265259
"19","2016-01-19",9.7139511,76.6825943,32.6500015258789,23.9799995422363,0,5063.25732421875,86.129997253418,56.2000007629395,3.20542120933533,4.01123809814453,2.84080004692078
"20","2016-01-20",9.7139511,76.6825943,31.2000007629395,25.1499996185303,0,3846.42822265625,89.4800033569336,61.7700004577637,3.50249290466309,4.14748954772949,1.99227392673492
"21","2016-01-21",9.7139511,76.6825943,33.3600006103516,25.0400009155273,0,5329.39501953125,87.3000030517578,56.2599983215332,3.11650466918945,4.60901832580566,2.31990051269531
"22","2016-01-22",9.7139511,76.6825943,32.9500007629395,24.9200000762939,3.93703246116638,5430.56982421875,88.1800003051758,52.9099998474121,3.56843090057373,4.60522842407227,2.06357264518738
"23","2016-01-23",9.7139511,76.6825943,33.2599983215332,24.5400009155273,0,5934.2060546875,92.5699996948242,54.689998626709,3.64608550071716,4.47422456741333,2.15608620643616
"24","2016-01-24",9.7139511,76.6825943,33.5900001525879,24.4899997711182,0,5559.08984375,90.1100006103516,54.2599983215332,4.13884496688843,4.84596967697144,2.35584497451782
"25","2016-01-25",9.7139511,76.6825943,33.7299995422363,25.2399997711182,0,5510.40185546875,91.9499969482422,55.0400009155273,3.98758506774902,4.90839099884033,2.39296698570251
"26","2016-01-26",9.7139511,76.6825943,33.75,24.4699993133545,0,5778.67431640625,88.8300018310547,47.9700012207031,4.26921558380127,5.03344631195068,2.63102674484253
"27","2016-01-27",9.7139511,76.6825943,33.060001373291,24.7199993133545,0,6064.904296875,88.3899993896484,44.2200012207031,3.59310936927795,4.63815259933472,2.46721315383911
"28","2016-01-28",9.7139511,76.6825943,33.7299995422363,24.1000003814697,0,5996.267578125,90.3899993896484,44.9799995422363,3.22402358055115,4.37170076370239,2.92388582229614
"29","2016-01-29",9.7139511,76.6825943,33.6100006103516,23.7299995422363,0,6087.9775390625,92.0800018310547,46.4199981689453,3.59308052062988,5.53757476806641,3.30277824401855
"30","2016-01-30",9.7139511,76.6825943,33.4700012207031,23.3999996185303,0,5793.62548828125,87.2099990844727,40.3800010681152,4.11338758468628,5.17119693756104,3.04291462898254
"31","2016-01-31",9.7139511,76.6825943,33.2700004577637,22.8700008392334,1.09314560890198,5711.92626953125,87.9199981689453,39.810001373291,3.99104380607605,5.21428251266479,2.33168363571167
